ID	bowtie_unpair_profiled_S101G	bowtie_unpair_profiled_S101T	bowtie_unpair_profiled_S102G	bowtie_unpair_profiled_S102T	bowtie_unpair_profiled_S103G	bowtie_unpair_profiled_S103T	bowtie_unpair_profiled_S104G	bowtie_unpair_profiled_S104T	bowtie_unpair_profiled_S105G	bowtie_unpair_profiled_S105T	bowtie_unpair_profiled_S106G	bowtie_unpair_profiled_S106T	bowtie_unpair_profiled_S107G	bowtie_unpair_profiled_S107T	bowtie_unpair_profiled_S108G	bowtie_unpair_profiled_S108T	bowtie_unpair_profiled_S109G	bowtie_unpair_profiled_S109T	bowtie_unpair_profiled_S110G	bowtie_unpair_profiled_S110T	bowtie_unpair_profiled_S111G	bowtie_unpair_profiled_S111T	bowtie_unpair_profiled_S112G	bowtie_unpair_profiled_S112T	bowtie_unpair_profiled_S113G	bowtie_unpair_profiled_S113T	bowtie_unpair_profiled_S114G	bowtie_unpair_profiled_S114T	bowtie_unpair_profiled_S115G	bowtie_unpair_profiled_S115T	bowtie_unpair_profiled_S116G	bowtie_unpair_profiled_S116T	bowtie_unpair_profiled_S201G	bowtie_unpair_profiled_S201T	bowtie_unpair_profiled_S202G	bowtie_unpair_profiled_S202T	bowtie_unpair_profiled_S203G	bowtie_unpair_profiled_S203T	bowtie_unpair_profiled_S204G	bowtie_unpair_profiled_S204T	bowtie_unpair_profiled_S205G	bowtie_unpair_profiled_S205T	bowtie_unpair_profiled_S206G	bowtie_unpair_profiled_S206T	bowtie_unpair_profiled_S207G	bowtie_unpair_profiled_S207T	bowtie_unpair_profiled_S208G	bowtie_unpair_profiled_S208T	bowtie_unpair_profiled_S301G	bowtie_unpair_profiled_S301T	bowtie_unpair_profiled_S302G	bowtie_unpair_profiled_S302T	bowtie_unpair_profiled_S303G	bowtie_unpair_profiled_S303T	bowtie_unpair_profiled_S304G	bowtie_unpair_profiled_S304T	bowtie_unpair_profiled_S305G	bowtie_unpair_profiled_S305T	bowtie_unpair_profiled_S306G	bowtie_unpair_profiled_S306T	bowtie_unpair_profiled_S307G	bowtie_unpair_profiled_S307T	bowtie_unpair_profiled_S308G	bowtie_unpair_profiled_S308T	bowtie_unpair_profiled_S309G	bowtie_unpair_profiled_S309T	bowtie_unpair_profiled_S310G	bowtie_unpair_profiled_S310T	bowtie_unpair_profiled_S311G	bowtie_unpair_profiled_S311T	bowtie_unpair_profiled_S312G	bowtie_unpair_profiled_S312T	bowtie_unpair_profiled_S313G	bowtie_unpair_profiled_S313T	bowtie_unpair_profiled_S314G	bowtie_unpair_profiled_S314T	bowtie_unpair_profiled_S315G	bowtie_unpair_profiled_S315T	bowtie_unpair_profiled_S316G	bowtie_unpair_profiled_S316T
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii|t__Prevotella_amnii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_baroniae	0.0	0.0093	0.0	0.01097	0.0	0.01159	0.0	0.0	0.0	0.0	0.0	0.00526	0.0	0.0	0.0	0.00015	0.0	0.00824	0.0	0.00384	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.00328	0.24463	0.00167	0.0	0.0	0.0	0.00214	0.0	0.00387	0.0	0.0	0.11777	0.0	0.0	0.01812	0.0	0.0044	0.04054	0.00687	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01461	0.0	0.00839	0.0	0.00325	0.0	0.00306	0.0	1.86444	0.0	0.00058	0.0	0.02524	0.35261	0.0052	0.0357	0.00634	0.0	0.00337	0.0	0.0	0.0	0.00279
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_baroniae|t__GCF_000468635	0.0	0.0093	0.0	0.01097	0.0	0.01159	0.0	0.0	0.0	0.0	0.0	0.00526	0.0	0.0	0.0	0.00015	0.0	0.00824	0.0	0.00384	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.00328	0.24463	0.00167	0.0	0.0	0.0	0.00214	0.0	0.00387	0.0	0.0	0.11777	0.0	0.0	0.01812	0.0	0.0044	0.04054	0.00687	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01461	0.0	0.00839	0.0	0.00325	0.0	0.00306	0.0	1.86444	0.0	0.00058	0.0	0.02524	0.35261	0.0052	0.0357	0.00634	0.0	0.00337	0.0	0.0	0.0	0.00279
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia|t__Prevotella_bivia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	6e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	0.0	0.00536	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.0083	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.09365	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.02057	0.00084	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.01001	0.0	0.00514	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0114	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.00426
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__Prevotella_buccae_unclassified	0.0	0.00536	0.0	0.00554	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.0083	0.0	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00524	0.09365	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.02057	0.00084	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.00176	0.0	0.01001	0.0	0.00514	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0114	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.00426
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.00106	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.00187	0.0	0.00336
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00037	0.0	0.00106	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00275	0.0	0.00184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.00187	0.0	0.00336
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis	0.0	0.00041	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05196	0.0004	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_dentalis|t__Prevotella_dentalis_unclassified	0.0	0.00041	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05196	0.0004	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	0.0	0.01937	0.0	0.0728	0.0	0.01021	0.0	0.0103	0.0	0.01512	0.82691	0.04175	0.0	0.00617	0.0	0.0	0.0	0.01277	0.0	0.01344	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.28251	0.00739	0.0	0.00041	0.0	0.0013	0.0	0.0	0.0	0.00015	0.0	0.00418	0.0	0.03446	0.0	0.05205	0.04813	0.01071	0.0	0.02413	0.0	0.02037	0.0	0.00087	0.0	0.23896	0.0	0.07316	0.0	0.00458	0.0	0.01062	0.0	0.00414	0.0	0.0134	0.0	0.1134	0.0	0.0031	0.0	0.23938	0.0	0.0	0.01831	0.00423	0.0	0.01526	0.0	0.04329	0.0	0.01924
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola|t__Prevotella_denticola_unclassified	0.0	0.01937	0.0	0.0728	0.0	0.01021	0.0	0.0103	0.0	0.01512	0.82691	0.04175	0.0	0.00617	0.0	0.0	0.0	0.01277	0.0	0.01344	0.0	0.0	0.0	0.0	0.0	0.00157	0.0	0.0	0.28251	0.00739	0.0	0.00041	0.0	0.0013	0.0	0.0	0.0	0.00015	0.0	0.00418	0.0	0.03446	0.0	0.05205	0.04813	0.01071	0.0	0.02413	0.0	0.02037	0.0	0.00087	0.0	0.23896	0.0	0.07316	0.0	0.00458	0.0	0.01062	0.0	0.00414	0.0	0.0134	0.0	0.1134	0.0	0.0031	0.0	0.23938	0.0	0.0	0.01831	0.00423	0.0	0.01526	0.0	0.04329	0.0	0.01924
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.00691	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens|t__Prevotella_disiens_unclassified	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00038	0.0	0.00012	0.0	0.0	0.0	0.0	0.0	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.00691	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	0.0	0.11536	2.92634	6.29041	0.0	0.04315	2.59991	10.18795	0.0	3.77957	2.55122	13.69823	0.54565	0.79895	0.71817	2.17463	0.0	0.03863	0.0	5.50864	14.21692	18.78969	1.40813	2.23478	1.04585	11.2882	1.36753	3.64485	0.58311	1.17703	3.05018	1.12439	0.0	0.99981	0.0	0.2151	0.0	3.97443	0.0	0.00701	0.32116	0.05161	0.9465	2.21298	1.45411	1.75007	1.59674	16.78375	0.0	0.64605	0.0	22.38305	0.0	5.55508	7.44884	24.61088	0.0	0.09316	0.0	0.35163	9.11411	8.17862	0.08468	16.51318	0.0	3.51898	0.0	0.00871	1.04822	10.32076	1.52236	1.57621	0.03294	0.22809	1.84549	10.10569	1.15184	0.53221	0.0	0.02318
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola|t__GCF_000234055	0.0	0.11536	2.92634	6.29041	0.0	0.04315	2.59991	10.18795	0.0	3.77957	2.55122	13.69823	0.54565	0.79895	0.71817	2.17463	0.0	0.03863	0.0	5.50864	14.21692	18.78969	1.40813	2.23478	1.04585	11.2882	1.36753	3.64485	0.58311	1.17703	3.05018	1.12439	0.0	0.99981	0.0	0.2151	0.0	3.97443	0.0	0.00701	0.32116	0.05161	0.9465	2.21298	1.45411	1.75007	1.59674	16.78375	0.0	0.64605	0.0	22.38305	0.0	5.55508	7.44884	24.61088	0.0	0.09316	0.0	0.35163	9.11411	8.17862	0.08468	16.51318	0.0	3.51898	0.0	0.00871	1.04822	10.32076	1.52236	1.57621	0.03294	0.22809	1.84549	10.10569	1.15184	0.53221	0.0	0.02318
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia	2.0053	0.24452	0.0	0.42133	1.1394	0.21552	0.0	0.00383	5.35274	0.10678	3.04926	0.26449	0.08185	0.02332	2.28869	0.04356	0.1396	0.07917	0.0	0.00646	0.0	0.00292	0.0	0.00336	0.05412	0.01848	0.01393	0.09177	6.72806	0.05797	0.0	0.00045	2.82647	0.04435	1.82146	0.05297	0.0	0.00063	9.24693	0.03852	8.81167	0.0	1.21497	0.10344	0.55357	0.23549	0.0	0.01301	0.0	0.07086	0.0	0.0019	0.0	0.0	7.84438	0.44734	0.0	0.22652	0.0	0.02152	2.05613	0.43164	2.35282	0.0072	0.0	2.68727	0.0	0.04061	0.72222	0.30211	1.11697	0.01372	0.1266	0.06571	1.39569	0.0642	0.12095	0.00607	0.0	0.05349
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__GCF_000261025	2.0053	0.24452	0.0	0.42133	1.1394	0.21552	0.0	0.00383	5.35274	0.10678	3.04926	0.26449	0.08185	0.02332	2.28869	0.04356	0.1396	0.07917	0.0	0.00646	0.0	0.00292	0.0	0.00336	0.05412	0.01848	0.01393	0.09177	6.72806	0.05797	0.0	0.00045	2.82647	0.04435	1.82146	0.05297	0.0	0.00063	9.24693	0.03852	8.81167	0.0	1.21497	0.10344	0.55357	0.23549	0.0	0.01301	0.0	0.07086	0.0	0.0019	0.0	0.0	7.84438	0.44734	0.0	0.22652	0.0	0.02152	2.05613	0.43164	2.35282	0.0072	0.0	2.68727	0.0	0.04061	0.72222	0.30211	1.11697	0.01372	0.1266	0.06571	1.39569	0.0642	0.12095	0.00607	0.0	0.05349
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii	0.0	0.00677	0.0	0.00526	0.0	0.02769	0.0	0.0003	0.0	0.00462	0.0	0.0017	0.0	0.0	0.0	0.0021	0.0	0.0012	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.00431	0.14554	0.00228	0.00587	0.00672	0.0	0.00071	0.0	0.01559	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0	0.03803	0.00745	0.0	0.00531	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01991	0.0	0.02175	0.0	0.0	0.0	0.0	0.0	0.01472	0.0	0.00186	0.0	0.0151	0.0	0.0	0.04707	0.0044	0.0	0.00034	0.0	0.0	0.0	0.00329
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_loescheii|t__GCF_000378085	0.0	0.00677	0.0	0.00526	0.0	0.02769	0.0	0.0003	0.0	0.00462	0.0	0.0017	0.0	0.0	0.0	0.0021	0.0	0.0012	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.00261	0.0	0.00431	0.14554	0.00228	0.00587	0.00672	0.0	0.00071	0.0	0.01559	0.0	0.0	0.0	0.00538	0.0	0.0	0.0	0.0	0.03803	0.00745	0.0	0.00531	0.0	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01991	0.0	0.02175	0.0	0.0	0.0	0.0	0.0	0.01472	0.0	0.00186	0.0	0.0151	0.0	0.0	0.04707	0.0044	0.0	0.00034	0.0	0.0	0.0	0.00329
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa	0.0	0.01772	0.0	0.01268	0.0	0.00398	0.0	0.0	0.0	0.01253	0.0	0.00176	0.0	0.00117	0.0	0.0	0.0	0.01438	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13582	0.02078	0.0033	0.0	0.00281	0.0	0.00206	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.01908	0.0	0.00099	0.01847	0.01163	0.0	0.00641	0.0	0.00065	0.0	0.0	0.0	0.0013	0.0	0.01231	0.0	0.0	0.0	0.00248	0.0	0.0	0.0	0.00295	0.0	0.00946	0.0	0.03089	0.0	0.00695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_maculosa|t__Prevotella_maculosa_unclassified	0.0	0.01772	0.0	0.01268	0.0	0.00398	0.0	0.0	0.0	0.01253	0.0	0.00176	0.0	0.00117	0.0	0.0	0.0	0.01438	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13582	0.02078	0.0033	0.0	0.00281	0.0	0.00206	0.0	0.00233	0.0	0.0	0.0	0.0	0.0	0.01908	0.0	0.00099	0.01847	0.01163	0.0	0.00641	0.0	0.00065	0.0	0.0	0.0	0.0013	0.0	0.01231	0.0	0.0	0.0	0.00248	0.0	0.0	0.0	0.00295	0.0	0.00946	0.0	0.03089	0.0	0.00695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0036
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii	0.0	0.00765	0.0	0.00555	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01728	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08784	0.01249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii|t__GCF_000146675	0.0	0.00765	0.0	0.00555	0.0	0.00154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01728	0.00094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08784	0.01249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00887	0.0	0.0	0.0	0.00152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	1.94412	9.30316	14.73164	4.71354	4.74826	12.43252	15.89646	12.70859	1.66633	6.60591	0.87482	1.39981	4.27298	6.61957	7.32021	6.64283	4.14669	12.77483	5.58709	15.55693	11.535	14.89221	7.05362	15.89395	5.06409	14.29901	6.61085	16.75443	7.72778	12.59139	21.17114	13.68869	6.63705	5.2721	22.01578	29.29581	0.0	25.6129	10.48578	27.05547	8.66028	21.4346	18.17293	15.2576	17.26455	16.66427	12.71892	8.44423	9.82821	16.08233	0.0	19.34176	5.44879	32.11097	10.89122	8.23035	0.11036	1.17365	0.54843	15.64303	18.72207	23.92747	8.08058	9.52454	9.17693	15.77873	19.51003	27.15231	10.9031	19.7732	21.81387	24.6258	6.26014	8.88999	11.09756	19.28328	6.98062	28.09245	0.02813	14.08531
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__GCF_000144405	0.0	2.28812	0.0	2.045	0.0	5.6207	0.0	4.47815	0.0	1.85967	0.0	0.0	0.0	0.0	0.0	2.3801	0.0	1.47089	0.0	5.39023	0.0	5.59558	0.0	5.87461	0.0	5.23708	0.0	1.30187	0.0	1.61174	4.58836	3.06483	0.0	0.94608	0.0	5.61038	0.0	3.64715	0.0	0.0	0.0	0.0	0.0	5.07225	4.66597	4.64907	0.0	3.1272	0.0	2.20854	0.0	6.13372	0.0	9.7859	0.0	2.365	0.0	0.50467	0.0	1.92269	0.0	9.5925	0.0	3.90824	0.0	4.95095	0.0	9.72368	0.0	8.83463	9.70731	11.47756	0.0	1.58672	0.0	8.30782	0.0	5.46256	0.0	1.65633
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__GCF_000163035	0.0	3.13092	0.0	1.72914	0.0	1.24757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81379	0.0	2.88398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81832	0.0	4.48418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.50386	3.02603	0.0	1.71784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31343	0.0	0.0	0.0	0.0	0.0	4.51927	0.0	1.61107	0.0	3.68993	0.0	0.0	0.0	3.48767	0.0	0.0	1.21716	2.34072	0.0	0.0	0.0	0.0	0.0	0.0
